gene,log2FC,pvalue,mean_normal,mean_tumor,adj_pvalue,significant
KGFLP2,-1.7703772923750005,4.810759479170386e-08,4.6782563,2.9078790076249996,8.195337112744198e-07,True
BST2,1.5361457084564458,4.904380335586563e-08,7.5199855787647065,9.056131287221152,8.329383122265483e-07,True
SPAG5,1.658819076571267,4.904084590489398e-08,3.7994874282941176,5.4583065048653845,8.329383122265483e-07,True
IER3,2.4257120593365364,5.3504146265756284e-08,8.921975871,11.347687930336537,8.987284196115195e-07,True
RASSF10,1.5748618950910633,5.375529108919713e-08,3.067546749764706,4.642408644855769,9.01229327979428e-07,True
ATP6AP1,1.8082896869909515,5.377800149856444e-08,6.868466954470588,8.67675664146154,9.01229327979428e-07,True
SORD,1.826985097404978,5.523838220324411e-08,4.340179588941176,6.167164686346154,9.228435513260126e-07,True
POLR3GL,-1.8242156129196827,5.7854661796801715e-08,9.29611422482353,7.471898611903847,9.58411644696635e-07,True
ISCU,-1.5591139132058842,6.024682311075823e-08,11.545090414705882,9.985976501499998,9.949923801536292e-07,True
DOCK11,-3.1027974086617647,6.073945331072502e-08,7.137591105911764,4.03479369725,1.001137467619852e-06,True
RRAGD,-2.6843651098987547,6.087277133683693e-08,7.848177823735294,5.163812713836539,1.0020647785720306e-06,True
ST14,1.879969721331448,6.126951402709607e-08,4.067758897431372,5.94772861876282,1.0065041275445889e-06,True
EGFLAM,-2.8222755891792985,6.15598832818611e-08,6.361469853823529,3.5391942646442303,1.0105068852830536e-06,True
EHF,1.8529998047679106,6.279004232355577e-08,3.5197565699019613,5.372756374669872,1.0299185486505908e-06,True
SLC39A4,1.7608071513942312,6.29748226299052e-08,5.251572689,7.012379840394231,1.0321668845439387e-06,True
TXNIP,-1.8955415940978515,6.536787362952199e-08,10.95615711092157,9.060615516823718,1.0633337939659461e-06,True
CUTC,-2.18851360612104,6.627760135300027e-08,7.272365994294117,5.083852388173077,1.0737730801751346e-06,True
CCNB1,2.803171067695418,6.675332193067886e-08,4.336202557088235,7.139373624783653,1.07758126715531e-06,True
FN1,1.7970509179878809,6.779000615697294e-08,7.09410355920168,8.891154477189561,1.090436270041717e-06,True
LOC100272216,3.26629280474491,6.795044423135296e-08,5.9927364207647065,9.259029225509616,1.0913941061212482e-06,True
ZEB2,-1.780807144516741,6.88688540571986e-08,5.6288261114705875,3.8480189669538465,1.1053246717562997e-06,True
HOXA7,-1.6225698000687214,7.032244405428671e-08,5.480481700823529,3.8579119007548077,1.1261480955695729e-06,True
DDX39A,1.5094835644926494,7.094724067593877e-08,7.568561808882352,9.078045373375002,1.1353132781242124e-06,True
SPINT1,1.8181677360336543,7.112062806479497e-08,3.628270015,5.446437751033654,1.1372467022777822e-06,True
ALDH1L1,-1.7897227293209843,7.149185758699407e-08,4.460101451941177,2.6703787226201925,1.1414954530587577e-06,True
CCDC69,-3.796297144129808,7.331641433602794e-08,7.609252776,3.812955631870192,1.166323988352915e-06,True
CEP55,2.6443410510441168,7.343269350499481e-08,3.188224185705882,5.832565236749999,1.1673154474508177e-06,True
PCK1,-6.176127793897624,7.384604117673284e-08,9.16294115217647,2.9868133582788463,1.172163683682036e-06,True
MEIS2,-1.9207918536414024,7.408664335915865e-08,8.16810206835294,6.247310214711538,1.1725417184165307e-06,True
ADRBK2,-2.3604286172811086,7.420584327517429e-08,7.639008181784313,5.278579564503205,1.17356975091988e-06,True
ABCA8,-1.7596462598932883,7.577145274246925e-08,4.924477664117647,3.1648314042243584,1.1948362828595645e-06,True
DECR1,-1.6306322271776015,7.775848745680457e-08,10.336265764235293,8.705633537057691,1.2217174118576374e-06,True
C15orf48,4.1406607144558825,7.993894456769225e-08,4.565358342294117,8.70601905675,1.245125317294472e-06,True
LOC284825,-4.156654731984729,8.004480138836526e-08,6.529213914705883,2.3725591827211536,1.245877178444088e-06,True
LRRN3,-3.790701893916006,8.424887637127264e-08,7.119266620882352,3.3285647269663463,1.3010167311152631e-06,True
PBK,1.708208981850679,8.514183028403839e-08,2.6495402357647055,4.3577492176153845,1.3129319302887888e-06,True
ADIPOQ,-5.480752936427036,8.659014893959674e-08,11.716995882705882,6.236242946278846,1.3314697031330316e-06,True
EPB41L2,-1.7337292612134245,8.851864928210878e-08,6.373641671764706,4.639912410551282,1.3548854196735524e-06,True
BMS1P6,1.5991230108636878,9.157752937888881e-08,3.7476917645882355,5.346814775451923,1.3942856073977897e-06,True
ARHGEF6,-2.110358075167989,9.19366155417146e-08,10.781806537235296,8.671448462067307,1.3987684087517549e-06,True
SLC16A7,-4.011814999918213,9.262983339445154e-08,7.63994255804706,3.628127558128846,1.4073359870006734e-06,True
TOX3,2.2928057196374425,9.66628512385019e-08,3.8452155268529413,6.138021246490384,1.4553241381663106e-06,True
MAPK13,2.6289921649145933,9.715134149356558e-08,4.0961852839411765,6.72517744885577,1.4611643259355957e-06,True
MEOX2,-1.7100048416201918,9.964571033977517e-08,4.824396278999999,3.1143914373798074,1.4888362867410468e-06,True
ACAA2,-1.8109323452236046,1.0327772937237481e-07,6.399572938960784,4.588640593737179,1.5346247767660227e-06,True
PALMD,-3.641439711323529,1.0957569193685422e-07,7.7285149651568625,4.0870752538333335,1.6226352464434231e-06,True
CNRIP1,-3.202917222831446,1.1160742193014862e-07,8.389282796235292,5.1863655734038465,1.649335091160359e-06,True
MLPH,3.391890971703055,1.1317776086691142e-07,6.024715528941177,9.416606500644232,1.6691212381428961e-06,True
LPCAT1,1.6329973143082581,1.141126269716677e-07,5.249418845470588,6.882416159778846,1.6783322124622916e-06,True
JAZF1,-1.5056945489649323,1.1866030530642495e-07,5.909693027676471,4.4039984787115385,1.7357780292795833e-06,True
UHRF1,3.579936339011877,1.1860478232589132e-07,3.8088165048823535,7.38875284389423,1.7357780292795833e-06,True
ETFB,-2.122779034152714,1.2083697311617797e-07,9.981095799941176,7.858316765788462,1.7628509193314298e-06,True
FGF14-AS2,-3.1980505234759615,1.2268905613240712e-07,6.331553637,3.1335031135240383,1.7862568838658332e-06,True
KIF11,1.9531555988795262,1.23022495914952e-07,3.6132637407647055,5.566419339644232,1.7899069933557408e-06,True
ELTD1,-1.9612422495684383,1.2638414635286413e-07,8.448840964058823,6.487598714490384,1.8326548299894207e-06,True
ADH1C,-4.596249490137443,1.270418216811949e-07,7.208388168647058,2.6121386785096155,1.839725443154385e-06,True
DNAJC12,1.6665142887999629,1.2720299175731225e-07,3.7122776999019607,5.3787919887019235,1.839996447269758e-06,True
CPM,-3.05458716234342,1.276282081361786e-07,6.36773686677451,3.3131497044310896,1.8432818978813243e-06,True
SOX9,2.696975138638008,1.3028133585133272e-07,4.181742458823529,6.878717597461537,1.87783924126821e-06,True
UGP2,-1.579967861857467,1.3121341187019658e-07,9.335955664088235,7.755987802230768,1.8887572626824373e-06,True
PPARG,-4.738046674322398,1.3672678604525726e-07,8.477466193764705,3.7394195194423077,1.9602942452545667e-06,True
VGLL3,-3.4156243047485852,1.3814593223482214e-07,7.32533797917647,3.9097136744278846,1.979329300596276e-06,True
LEP,-7.353861999658935,1.420869678865724e-07,11.937041136764705,4.58317913710577,2.0304171401756895e-06,True
EDNRB,-2.8121095853640643,1.4423144390627828e-07,6.8925741947647055,4.080464609400641,2.058342538860376e-06,True
ACSM5,-3.29162964106203,1.4738490664824042e-07,5.947735743725491,2.6561061026634607,2.09781082587808e-06,True
MRGPRF,-2.3836409088523753,1.4985984795778658e-07,6.976399704823529,4.592758795971154,2.1274395082458745e-06,True
PKIB,2.07924848308767,1.517313414732019e-07,3.5454347579411767,5.624683241028847,2.1511845168890716e-06,True
ACADS,-1.5611942334813351,1.5260172399331345e-07,6.314583984529412,4.7533897510480765,2.159808988992586e-06,True
C19orf33,2.230311254164592,1.545199979931295e-07,5.248038479941177,7.478349734105769,2.183566398812121e-06,True
ALDH1A1,-4.186234094291853,1.5541747092809165e-07,8.16991466917647,3.983680574884616,2.193383550899715e-06,True
HSPA12A,-1.7447118420096155,1.5801335972702945e-07,4.8383826055,3.093670763490384,2.2271133796053954e-06,True
HCP5,1.688443068300339,1.5901192676356292e-07,4.089327643882353,5.777770712182692,2.2397285387563046e-06,True
PKDCC,-2.988927684697398,1.6150521422116967e-07,7.2940258097647055,4.305098125067308,2.2674661321706723e-06,True
GPD1,-3.1495702295159784,1.6377731648529586e-07,6.130826759455882,2.9812565299399036,2.296385121295772e-06,True
STC2,2.123944503398474,1.6483879198565703e-07,4.3187634485294115,6.442707951927885,2.309771544436328e-06,True
LOC100134445,1.58202524241233,1.6541256693799374e-07,5.732186530058823,7.314211772471153,2.3163112528825206e-06,True
LOC101930114,-5.508930361884051,1.660221043806109e-07,8.311607233470589,2.8026768715865384,2.3233429678360393e-06,True
CLMP,-3.4960222769833162,1.7118728043788032e-07,7.536728898382354,4.040706621399038,2.381760007892952e-06,True
CDC25B,1.997720236345021,1.7204434665061544e-07,4.558960565058824,6.556680801403845,2.3921461695283195e-06,True
ENPP2,-3.426985108676188,1.7316120880672692e-07,9.089064253911765,5.662079145235577,2.4061289354743335e-06,True
TYRO3,-1.5369293315183814,1.738916807915552e-07,4.677452052705881,3.1405227211874998,2.4116323807213443e-06,True
LPL,-6.178935798089367,1.7561366753104972e-07,12.02705585914706,5.848120061057693,2.4308392175523103e-06,True
TMEM100,-4.852434582014139,1.781074666601778e-07,8.062577466235293,3.210142884221154,2.4590651188212804e-06,True
POTEM,2.2038386534247736,1.7873815563418945e-07,3.1594430264117643,5.363281679836538,2.466198977771485e-06,True
IRX5,2.8662907665967197,1.901002539988268e-07,5.218227909470588,8.084518676067308,2.6030499970029226e-06,True
RAD51AP1,2.176177597450791,1.9103537864941236e-07,4.031209882058824,6.207387479509615,2.6100793446226288e-06,True
PLXNA4,-2.1306280259342487,1.9160212404536698e-07,5.160382702205883,3.0297546762716343,2.6136897564448386e-06,True
TUSC5,-5.208688069627263,1.932928023720078e-07,8.617389166117647,3.4087010964903843,2.6317745621890423e-06,True
AQPEP,-4.145583061468326,1.9539310576099663e-07,6.566462267352941,2.4208792058846154,2.65702692843442e-06,True
RSPO3,-3.300893162579184,1.9588121012783665e-07,7.041728415117646,3.740835252538462,2.6619911941681823e-06,True
FANCI,1.5138851933095778,1.9642829618387757e-07,3.416218728901961,4.930103922211539,2.6660766549173096e-06,True
BAMBI,2.512854919081448,2.0184567731289777e-07,5.432576355764706,7.945431274846154,2.73274795285641e-06,True
PLAC9,-3.5794410773823504,2.028638975415692e-07,7.760232282882351,4.1807912055,2.743100264569906e-06,True
ASPA,-2.8942615602915724,2.055928309336768e-07,5.325324980411764,2.431063420120192,2.7713401228972566e-06,True
PGM5-AS1,-3.58264338405543,2.069752630305268e-07,5.993373550882353,2.410730166826923,2.7830390401898366e-06,True
CARD6,-1.7702769051600677,2.0822670540726084e-07,7.014867639823529,5.244590734663461,2.7963902988740463e-06,True
ETFA,-2.133869584602376,2.130409587258352e-07,9.99066887282353,7.856799288221154,2.85042742240782e-06,True
S100B,-2.6705910111134044,2.2217660463128993e-07,5.438910706647058,2.7683196955336538,2.958025133044897e-06,True
FHL1,-5.422953971245477,2.2243977254643897e-07,9.811437083964707,4.38848311271923,2.9597075516864742e-06,True
CAT,-1.9164245872541485,2.2769530440975205e-07,8.05485605354902,6.138431466294872,3.009277893039087e-06,True
RHPN2,2.7565385959004534,2.282786678045421e-07,5.207456361176471,7.963994957076924,3.0151458961851455e-06,True
PRDX6,-1.5928369910308273,2.3104219240294302e-07,12.080518557352942,10.487681566322115,3.044213052763503e-06,True
BMP2,-2.7817795239391963,2.351641991121596e-07,5.737028057088235,2.955248533149039,3.096638738765413e-06,True
CRYAB,-4.687252634472286,2.3601529459400871e-07,11.013830065058825,6.326577430586538,3.1040674155266738e-06,True
NUSAP1,3.0559028815500553,2.4056592423649877e-07,3.949130374647059,7.005033256197114,3.1524190011245616e-06,True
TMEM37,-2.3458887849963235,2.432352270827425e-07,5.980574279808824,3.6346854948125005,3.1796943431632234e-06,True
CIDEA,-3.930096945738123,2.466330457036274e-07,6.379054116882354,2.4489571711442304,3.218278615077189e-06,True
PDK4,-2.617368359368401,2.473193174051443e-07,6.462591600156863,3.8452232407884614,3.2252883858109082e-06,True
CDC7,1.6679760191990955,2.4802976111610816e-07,2.9238673376470588,4.591843356846154,3.2326047480403616e-06,True
SULF1,1.8583289586581815,2.482109030670904e-07,5.79551680027451,7.653845758932691,3.2330179938931375e-06,True
RBP7,-3.3906252005774897,2.516513562290222e-07,8.758798978529413,5.368173777951923,3.2719213293358745e-06,True
GYPC,-2.368458283407807,2.536917308461741e-07,7.460868177705883,5.0924098942980764,3.294490154175856e-06,True
MYZAP,-4.107942547755655,2.550591910778836e-07,8.919759047294116,4.811816499538462,3.310261307120583e-06,True
G0S2,-5.460763794516969,2.569690211971618e-07,12.032714035882353,6.571950241365385,3.326067431305927e-06,True
PRR15L,2.6843449426317867,2.6091355778718717e-07,3.8489462136470594,6.533291156278846,3.3660493874333896e-06,True
ANGPT1,-2.602095964758296,2.6411644113597665e-07,5.582109820764707,2.9800138560064107,3.4053392157192223e-06,True
CCDC107,-1.8274763278484158,2.650618739408947e-07,7.709790426117648,5.882314098269232,3.4134605016138437e-06,True
NUF2,2.470341710919117,2.797752317127409e-07,3.2905201767058827,5.7608618876249995,3.567469638406947e-06,True
TGFBR3,-2.7035245204960425,2.799890661435173e-07,10.30292258329412,7.599398062798077,3.567469638406947e-06,True
COX7A1,-3.999016044705315,2.824515570346977e-07,10.862237902176469,6.863221857471154,3.592498198968656e-06,True
AVPI1,-3.0200115679179875,2.8384472793503006e-07,8.933337610235295,5.9133260423173075,3.6080967619708436e-06,True
LRRN4CL,-4.151816751390838,2.8519778045469484e-07,7.454254814823529,3.302438063432692,3.617390220633698e-06,True
FAM228B,-1.647789705287896,2.895338617963128e-07,7.734822506470588,6.087032801182692,3.6503875873911583e-06,True
DDR2,-2.9786492701849534,2.9150120776713314e-07,7.7317019651176455,4.753052694932692,3.6709130559033326e-06,True
TIMP4,-6.3214690916651595,2.9181877609285825e-07,10.057575549588236,3.7361064579230767,3.6727744158051127e-06,True
FOXO1,-1.6281619390367652,3.0130069575829424e-07,6.8266069707450985,5.198445031708333,3.7742859750810344e-06,True
PCDH9,-2.8128319128629804,3.0961791037015867e-07,5.743125631,2.9302937181370194,3.851974405323969e-06,True
FAM149A,-2.9533469925501503,3.187188973874857e-07,6.066750933941176,3.1134039413910255,3.949303175818014e-06,True
F13A1,-3.39788666820362,3.194316035049164e-07,8.066980980588236,4.669094312384615,3.9558687703656935e-06,True
CRYBG3,-2.25962227944966,3.201964707544584e-07,8.618535249882353,6.3589129704326925,3.963072451242968e-06,True
RP11-736K20.5,-3.609886168678733,3.219977120792861e-07,6.661582836294118,3.0516966676153845,3.98081171476306e-06,True
MRAS,-2.7300684579968895,3.243925913677634e-07,7.605598596088235,4.875530138091346,4.008128905906089e-06,True
LYRM1,-1.7177241126645946,3.2642415265593406e-07,9.958959699058825,8.24123558639423,4.028628946212854e-06,True
WISP2,-4.041750068962104,3.315359615453084e-07,7.6284751565294115,3.5867250875673076,4.081278992233364e-06,True
SPDEF,1.665926094575564,3.313983693885412e-07,5.038044856870589,6.703970951446153,4.081278992233364e-06,True
SDPR,-3.9196998021077496,3.3115945433085254e-07,6.760278835352942,2.8405790332451923,4.081278992233364e-06,True
CAPN8,2.4907956166278287,3.3441486014366207e-07,3.9967147463529407,6.487510362980769,4.108498295972816e-06,True
HIST1H2BD,2.539526210873869,3.3751973676160863e-07,4.781106373058824,7.320632583932693,4.141939594349066e-06,True
NMB,-3.6055646725135766,3.4014426873220995e-07,8.694407730705883,5.088843058192307,4.169417141088591e-06,True
MAGED2,1.9790261338928161,3.5708358450102724e-07,6.56215770182353,8.541183835716346,4.3474976649857755e-06,True
PDE3B,-4.0005351230786195,3.573027172154338e-07,6.7090891612549015,2.708554038176282,4.347718946544381e-06,True
ME1,-2.4651718893670806,3.6137273430137827e-07,6.454563528254901,3.989391638887821,4.392302868882201e-06,True
KLB,-5.15192299052517,3.668835590207317e-07,7.856114541058823,2.7041915505336536,4.4467931649375525e-06,True
MT1M,-3.162099416263009,3.710654338592755e-07,5.79330976417647,2.6312103479134614,4.489933255897889e-06,True
ACADM,-2.054491553292987,3.7311803109524393e-07,9.986830075235295,7.932338521942308,4.507207483386713e-06,True
MAOA,-4.6676184065776765,3.755041005972323e-07,8.981131820705881,4.313513414128205,4.5239194631285686e-06,True
SDC4,2.4668814195610853,3.7588155818141295e-07,7.0131054988235295,9.479986918384615,4.525429889401708e-06,True
RP11-96D1.11,2.092174980268099,3.7988160134657006e-07,3.0537249780588236,5.145899958326923,4.56378705518905e-06,True
FAM110C,2.2272932637516965,3.8073473129878167e-07,4.037445135411765,6.264738399163462,4.571140905465672e-06,True
CELF2,-1.5348167075114745,3.840403956109593e-07,5.866465667596639,4.331648960085165,4.600616810101387e-06,True
BHMT2,-2.803154854542799,3.8443304960262594e-07,5.501080861058824,2.6979260065160253,4.602772013366249e-06,True
HSPB7,-1.9272538361156681,3.8889341014342864e-07,4.291645893764707,2.3643920576490385,4.648457971521038e-06,True
CA4,-3.2121504074227936,3.9799645115785526e-07,5.807294438735294,2.5951440313125005,4.744161554159889e-06,True
TF,-2.3937513608034497,3.99158524611741e-07,5.972773449529411,3.5790220887259614,4.7501620901952786e-06,True
GPX3,-4.979155820380375,4.0007685169738793e-07,11.204664810529412,6.225508990149037,4.758473164636057e-06,True
TBX15,-2.8727471639683246,4.0832838190806004e-07,8.11322491235294,5.240477748384616,4.845959705200702e-06,True
MARCKSL1,3.000760861873303,4.1323576430276573e-07,6.541267483588236,9.542028345461539,4.8961422566759784e-06,True
RGL1,-1.8103208211566715,4.185653690531431e-07,9.421949924647057,7.611629103490386,4.951154597848415e-06,True
STX11,-2.034625754201358,4.1994765496853946e-07,4.430952046970589,2.396326292769231,4.963173544241686e-06,True
NRARP,1.5502913208042983,4.225968097948308e-07,4.709670517176471,6.259961837980769,4.982496991777201e-06,True
CFL2,-2.917781544845023,4.24240751298286e-07,7.007553199607843,4.08977165476282,4.996433671387272e-06,True
SMIM22,3.2765627898857472,4.258627145219033e-07,3.615713123941176,6.892275913826923,5.010081472909939e-06,True
ANGPTL1,-2.8020917142190807,4.365051158814393e-07,5.44371767572549,2.6416259615064095,5.1102749903111145e-06,True
FAM69A,-1.7561636398574656,4.3769057120901756e-07,6.2552333762549015,4.499069736397436,5.121382102816168e-06,True
THYN1,-1.5392474541439478,4.473704212403391e-07,8.803005769735293,7.263758315591345,5.2177137808812595e-06,True
TWIST2,-2.3110249816971162,4.5346269510608645e-07,5.307069575500001,2.9960445938028846,5.274551294957086e-06,True
KRT18,4.92378059882749,4.5667808952961184e-07,6.045156859470588,10.968937458298077,5.306246222864207e-06,True
ITGB1BP1,-2.253132160124623,4.829313516125568e-07,7.072502440980392,4.819370280855769,5.5882610080998274e-06,True
RNF150,-2.8840535557358606,4.830158578759731e-07,5.846536719514707,2.9624831637788462,5.5882610080998274e-06,True
MDFIC,-2.8440263661216063,4.834749575569532e-07,7.513609250490196,4.66958288436859,5.590582953898814e-06,True
CDKN2C,-3.474376232301471,4.902243175866608e-07,9.09557465817647,5.621198425875,5.65351978197623e-06,True
ACADL,-3.615328495972003,4.968151753150685e-07,6.027123850294118,2.4117953543221153,5.720381222959822e-06,True
GPC3,-1.7672459332861985,4.980571715519023e-07,4.6943624918823526,2.927116558596154,5.7316313332581955e-06,True
TSPAN5,1.571890020396494,5.00981754028305e-07,4.598203313215686,6.17009333361218,5.759160599576184e-06,True
MAGI2-AS3,-2.2850469646926856,5.125473334838133e-07,5.181362944352942,2.896315979660256,5.870281397523716e-06,True
GLYAT,-4.251441608561652,5.136714627464492e-07,6.648064668705882,2.39662306014423,5.876933948450254e-06,True
ASPM,2.1122139968695324,5.174032362608011e-07,3.325949730117647,5.438163726987179,5.91337507475036e-06,True
GABARAPL1,-1.7579840366739257,5.199734415053168e-07,6.680495058294118,4.922511021620192,5.933012250632171e-06,True
ATP1A2,-3.526315143674208,5.351164136332985e-07,6.290468686058823,2.764153542384615,6.077293233047986e-06,True
RRAS2,-2.306698838567307,5.496688154472218e-07,6.597044588,4.290345749432693,6.229483929911285e-06,True
PLA2G2A,-2.9439141686374413,5.551190164156036e-07,7.613619684647057,4.669705516009616,6.27960799858434e-06,True
POSTN,1.5743628626863693,5.580350064794985e-07,5.105075826558823,6.679438689245193,6.3057511105717165e-06,True
KIAA1244,1.6136485648421957,5.623429280340113e-07,3.494562639705882,5.108211204548078,6.338394441758998e-06,True
CD24,3.8495453086794864,5.627943481682013e-07,6.9330467428333336,10.78259205151282,6.338394441758998e-06,True
NR3C1,-1.720721542260634,5.659870104192088e-07,8.717553690752942,6.996832148492308,6.3677217734891235e-06,True
MRC1,-3.6380783149423075,5.705604566224447e-07,7.598799357,3.9607210420576924,6.409177299598438e-06,True
SGCG,-4.626480270541289,5.721883628013967e-07,7.167982873647058,2.5415026031057693,6.41746771861494e-06,True
KLHL31,-2.410475296587669,5.721172881307658e-07,5.1379300260588225,2.7274547294711535,6.41746771861494e-06,True
C14orf180,-4.901874693936369,5.798532069195084e-07,7.559174629441177,2.657299935504808,6.4899762709278655e-06,True
RBP4,-4.327915440655826,5.845487366094972e-07,7.468843680352941,3.1409282396971157,6.5282434586807006e-06,True
DTX1,-1.552635930002264,5.950214633116667e-07,6.4284177921176475,4.8757818621153834,6.6118589413189056e-06,True
GPR34,-4.128287747960407,5.961845506224945e-07,7.292999872941176,3.164712124980769,6.62138231659018e-06,True
RP11-532F12.5,3.285995946047511,5.980265939740032e-07,5.128570945529412,8.414566891576923,6.638432714534407e-06,True
SLC19A3,-4.8567982184861425,5.98450466694538e-07,7.464235292529412,2.607437074043269,6.639731203557092e-06,True
DIS3L,-1.681777690440044,6.039671030164421e-07,6.787967562882352,5.106189872442308,6.68379962852211e-06,True
LOC101928000,-1.5013110997220016,6.140264525667083e-07,7.092121534294117,5.5908104345721155,6.76991288460216e-06,True
MICU3,-2.969090269143099,6.188483692162631e-07,5.848627593941176,2.879537324798077,6.817100034620088e-06,True
LOC100190986,2.318073695769513,6.220801527434673e-07,5.286652549235294,7.604726245004807,6.842249163500212e-06,True
WASF3,-3.5949365727539586,6.254353153428403e-07,7.641636110705881,4.046699537951922,6.86519180489211e-06,True
ZFPM2,-2.5752910539044125,6.268726805764812e-07,5.915133496529412,3.3398424426249997,6.873994143067497e-06,True
PVRL3,-2.29162043802206,6.336128560862448e-07,4.84076515364706,2.549144715625,6.9198456039504825e-06,True
TCEAL7,-2.025508919519796,6.480659141657217e-07,4.777673108529411,2.752164189009615,7.056319100641866e-06,True
NDN,-2.98295682955939,6.539679884117509e-07,9.223002577588236,6.240045748028846,7.117000718957862e-06,True
RRM2,4.169176377292421,6.57761708860745e-07,4.064981413794118,8.234157791086538,7.151092749347848e-06,True
MYO5C,2.224839736861991,6.631100254318667e-07,5.6457036121764705,7.870543349038462,7.202000702920902e-06,True
ABCA6,-3.098281085482466,6.820021165054055e-07,5.730374039588235,2.632092954105769,7.3701877075896355e-06,True
PPP2R1B,-2.6320343443628955,6.878441938306644e-07,7.1790733608705875,4.547039016507692,7.422199069090486e-06,True
ADRA2A,-3.4946005731018097,6.900469768367602e-07,8.146128232294117,4.651527659192308,7.438548253045993e-06,True
FGFBP2,-3.249030835625566,7.04446265011616e-07,5.920577014529412,2.671546178903846,7.563620319367897e-06,True
LAMP3,1.7279086806979636,7.069942181607527e-07,3.229563155705882,4.957471836403846,7.583450624644465e-06,True
HBB,-4.501552198225537,7.118958296876251e-07,8.95303285485294,4.451480656627404,7.628462741600678e-06,True
PPP1R1A,-4.79443286645871,7.176866183252603e-07,9.13188216085294,4.337449294394231,7.679104840488134e-06,True
CTNNAL1,-2.5528037614745474,7.232986011680646e-07,6.81839586117647,4.265592099701923,7.731504563375038e-06,True
GNG11,-2.5326279556388593,7.489422410801746e-07,7.762686820970589,5.2300588653317295,7.970174808543815e-06,True
PUS7,1.6683494403212658,7.620769486833761e-07,5.3245809532941175,6.992930393615383,8.09005632225949e-06,True
MMP28,-2.171850129613349,7.805539382363978e-07,5.038526539694118,2.866676410080769,8.261880848211578e-06,True
IGFBP6,-3.7055487932171953,7.828658386593497e-07,8.714489095294118,5.0089403020769225,8.278251426879292e-06,True
CPED1,-2.9510431983631227,7.87519870194204e-07,7.035545730882353,4.08450253251923,8.323396380875234e-06,True
HRCT1,-2.1668488468880085,7.931107072170235e-07,6.52962573417647,4.362776887288462,8.370219585678197e-06,True
CLDN3,3.036268847691459,7.949393626100949e-07,4.3512997507941185,7.3875685984855775,8.385428137527745e-06,True
ADH5,-1.9802622619858603,7.953910675279408e-07,9.925184435764706,7.944922173778846,8.386104164701267e-06,True
TFAP2C,1.5619015083450223,7.966709155133065e-07,3.658991912558823,5.220893420903845,8.395506700988986e-06,True
TLCD2,-2.917265539069006,7.983867767062833e-07,7.994396582588236,5.0771310435192305,8.405653152849993e-06,True
RHOQ,-2.166316435931561,8.02932113067792e-07,7.8549138762745105,5.688597440342949,8.449142152831556e-06,True
TUBA4A,1.5005095769705878,8.076433772910924e-07,6.702871048529412,8.2033806255,8.491455506343408e-06,True
XG,-1.7137167797666848,8.146368787839377e-07,4.639475559117646,2.9257587793509616,8.551513281169575e-06,True
FOLR2,-1.616060604318156,8.302835076496186e-07,5.1579065832941176,3.5418459789759615,8.694667806388916e-06,True
PCOLCE2,-5.736197101809956,8.382625831524501e-07,10.857103227117648,5.120906125307692,8.75703089642842e-06,True
DKFZp779M0652,-2.2714300491085986,8.406791142916092e-07,4.7536477876470595,2.482217738538461,8.762959646622877e-06,True
VTCN1,2.7262056857618777,8.506888758367154e-07,4.975407642882352,7.70161332864423,8.852647344265194e-06,True
VIM,-2.0948589182757367,8.533844769594036e-07,9.417498510088237,7.3226395918125,8.876429403373411e-06,True
AKAP12,-3.246914786096494,8.542148466066567e-07,6.721067959517647,3.4741531734211533,8.88079683149208e-06,True
MRAP,-3.4652544796133107,8.563701591879454e-07,5.89869837372549,2.4334438941121794,8.890387905005375e-06,True
PLA2G4A,-3.3753002047669676,8.587244336093623e-07,6.905733811882352,3.5304336071153846,8.906281457880418e-06,True
S1PR1,-1.6281217602641402,8.61420956572864e-07,5.2714991352352945,3.643377374971154,8.929967606829857e-06,True
SLC38A1,2.4656802133400735,8.638344009033106e-07,4.819152177691176,7.28483239103125,8.932394300791337e-06,True
SORBS1,-1.9840644267493204,8.629205826992707e-07,6.453795671764706,4.469731245015385,8.932394300791337e-06,True
NR1H3,-2.1921668768930997,8.633033975427288e-07,7.330976553941177,5.138809677048077,8.932394300791337e-06,True
BNIP3L,-2.0885201673150444,8.66370779243309e-07,10.175174818382352,8.086654651067308,8.946984157006678e-06,True
PLIN1,-6.394740908757918,8.758726928958627e-07,10.451544609411764,4.0568037006538455,9.023574148000947e-06,True
SLC25A20,-1.7861962280152728,8.82551959013724e-07,6.953285982294117,5.1670897542788445,9.075100586151103e-06,True
TNFAIP8,-1.527671574684578,8.888440034413913e-07,6.829763297764706,5.302091723080128,9.13112061465076e-06,True
SLIT3,-1.5112536227877067,8.974415465458537e-07,5.66959856562745,4.158344942839744,9.210696328045324e-06,True
LOC286367,-2.1849296386911763,8.989740243601404e-07,4.643933878941176,2.45900424025,9.222049794704427e-06,True
CHRDL1,-5.469728261908371,9.091370052127063e-07,11.043551699235294,5.573823437326923,9.313058289667093e-06,True
FXYD3,2.381256525724546,9.208011755221083e-07,6.30932858282353,8.690585108548076,9.410266146632412e-06,True
FERMT2,-2.9562346985458117,9.269767090291526e-07,9.25954082088235,6.303306122336538,9.464436573782784e-06,True
CASQ2,-3.335195681430429,9.280797643258928e-07,6.108750490882352,2.773554809451923,9.471229104335233e-06,True
