gene,log2FC,pvalue,mean_normal,mean_tumor,adj_pvalue,significant
KL,-1.6590582584734168,8.484646700704925e-06,4.117446479117647,2.4583882206442302,6.193162326914678e-05,True
C2orf40,-2.4802999523942297,8.516996923123752e-06,7.059447104999999,4.57914715260577,6.214678867851007e-05,True
SERPINF1,-2.8676698088676478,8.521984058849432e-06,11.264435350117648,8.39676554125,6.216221345691418e-05,True
LOC100505938,1.8939431457895917,8.668333692856825e-06,3.414313402941177,5.3082565487307685,6.312332529281636e-05,True
ACO1,-1.9117278062310525,8.860752278850363e-06,5.954669374764706,4.042941568533654,6.435125060521236e-05,True
PC,-2.4747002713976256,8.949360798479616e-06,7.000247256176471,4.525546984778845,6.486559404842462e-05,True
PTTG1,2.940096723066741,8.94956312616351e-06,4.773434863529412,7.713531586596154,6.486559404842462e-05,True
C11orf74,-1.6230232491108598,8.971253859073127e-06,5.449518936764706,3.8264956876538463,6.500103055627834e-05,True
KIAA1324,2.4331569476052035,9.017682209470576e-06,4.499171039529411,6.932327987134615,6.529369297252206e-05,True
EMP1,-2.4336849716837294,9.093901186609548e-06,6.999072640803922,4.5653876691201924,6.569167017438984e-05,True
AGPAT2,-3.154914744686084,9.182826635152247e-06,9.017814321176468,5.862899576490384,6.624556660604164e-05,True
BEX2,1.8958669623981912,9.256945349322766e-06,4.8424489632941174,6.738315925692309,6.669131289796805e-05,True
RP11-2E11.9,-2.072597328255655,9.340173674886454e-06,5.376749667294117,3.304152339038462,6.717062208660877e-05,True
HADH,-2.531317556838802,9.342103159630496e-06,10.061234882450982,7.52991732561218,6.717062208660877e-05,True
RGS2,-1.8238391281889133,9.347154740918635e-06,8.921934176823529,7.098095048634615,6.718461555474242e-05,True
ACOT13,-1.5091711687307692,9.381150710279982e-06,7.572242053999999,6.06307088526923,6.740657443271584e-05,True
CACNA2D1,-1.686802125246889,9.392861000535097e-06,5.146875060588235,3.4600729353413464,6.746830934481303e-05,True
MX1,1.913960514147627,9.57734143213707e-06,6.653962882823528,8.567923396971155,6.849777913530099e-05,True
NDC80,1.8355632606657255,9.608500668719803e-06,3.8432605428823527,5.678823803548078,6.869792199859647e-05,True
PALM,-2.17441618675113,9.619183627965588e-06,6.942292634058823,4.767876447307693,6.872887641711872e-05,True
FBXL5,-1.8008022582779981,9.699798420576828e-06,9.684759714705883,7.883957456427885,6.921343628930727e-05,True
COBLL1,-1.628686919032127,9.801674863365335e-06,4.7699068032705885,3.1412198842384615,6.984823309252603e-05,True
BANK1,-1.8773558449907606,1.0077087934596027e-05,4.589740182352941,2.71238433736218,7.157511407254925e-05,True
STEAP1,-2.8994557931561094,1.0125611326668419e-05,8.048961716117647,5.149505922961538,7.18961605029443e-05,True
RNASE1,-1.5491105338769788,1.0148821604391583e-05,6.541936978852941,4.992826444975962,7.201369478878711e-05,True
PROS1,-1.8883876172449092,1.0214986705931329e-05,7.331174147235294,5.442786529990385,7.234083056720926e-05,True
KAT2B,-2.32228593224095,1.0204572653044586e-05,7.835853797529412,5.513567865288461,7.234083056720926e-05,True
ACSS3,-3.0709744645958716,1.0219203970093504e-05,7.399589190735295,4.328614726139423,7.234701501733409e-05,True
SDC2,-2.2175866070180996,1.0454656807257496e-05,8.09475611427451,5.8771695072564105,7.38447600473444e-05,True
MFAP4,-3.123029489286199,1.0602126008877899e-05,6.387527553882353,3.264498064596154,7.46913045268881e-05,True
RP4-612B15.3,-2.1650322632437775,1.0637816174428665e-05,5.5012352761764705,3.336203012932693,7.486980085494497e-05,True
NEGR1,-1.7319042409345302,1.099634124908211e-05,4.451413154470588,2.7195089135360577,7.689264477178134e-05,True
MAPK10,-1.6322120619292986,1.1160778069646989e-05,4.485458273490196,2.8532462115608976,7.796688199445031e-05,True
KLF4,-3.0692108104572986,1.1277108606305771e-05,8.149645731529414,5.080434921072116,7.857656834055566e-05,True
TMEM256,-1.7243649228800901,1.1340858091347062e-05,8.686236658764706,6.961871735884616,7.889371858723269e-05,True
CENPK,1.584074032231901,1.1400504338771733e-05,3.149786004941176,4.733860037173077,7.925768360196866e-05,True
BMPER,-1.5517768579864257,1.1519549325597174e-05,3.944293851294118,2.392516993307692,7.998249347217421e-05,True
SLC29A4,-2.324028299345589,1.1766684752325258e-05,4.839642850970589,2.5156145516249997,8.148918841759186e-05,True
IRS2,-2.540033461099264,1.2043246188605753e-05,8.752369622911765,6.212336161812501,8.30323872818628e-05,True
HIGD1B,-1.887993336489818,1.2060923306414055e-05,4.785912919470587,2.8979195829807693,8.311469058069703e-05,True
VEGFB,-2.4760077782047514,1.2066708718001819e-05,7.454925863647059,4.978918085442308,8.311469058069703e-05,True
LOC100507557,-1.655197476606335,1.2164652931737978e-05,5.237573919529412,3.582376442923077,8.365615580996541e-05,True
TMEM133,-2.0532043032364253,1.2232766927759718e-05,5.197423216294117,3.144218913057692,8.401774999431159e-05,True
ATP1B1,2.5884474605237564,1.242158273126512e-05,8.644764157764705,11.233211618288461,8.5098461808398e-05,True
S100A10,-1.5730275003631249,1.2566013047770734e-05,9.182482116882355,7.60945461651923,8.592468150711753e-05,True
PDE8B,-1.7868909431478124,1.2863055939762073e-05,4.483754448686274,2.6968635055384618,8.770633950732823e-05,True
CKS2,2.709204860244342,1.2880542297270017e-05,6.8739164032941185,9.58312126353846,8.777024648864152e-05,True
EPB41L3,-2.0396569554696473,1.3091716454786973e-05,7.140985997254902,5.101329041785255,8.901297470123072e-05,True
DQ570096,-1.5387589289694574,1.3311107004141865e-05,6.196635129411765,4.657876200442308,9.027464455109518e-05,True
OXCT1,-2.59603688320475,1.3411557722131259e-05,8.463138362647058,5.867101479442308,9.072816173979951e-05,True
P2RY14,-3.358894874542986,1.364608296186155e-05,7.852677581235293,4.493782706692307,9.208888962146726e-05,True
FOSB,-3.8980819127500013,1.3641287079899592e-05,9.401321569,5.503239656249999,9.208888962146726e-05,True
GPR124,-1.6513205753622744,1.364626670332443e-05,5.717456651588235,4.066136076225961,9.208888962146726e-05,True
APCDD1,-2.3871875874287323,1.363691504465577e-05,7.018797627294117,4.631610039865385,9.208888962146726e-05,True
SCN4B,-1.947644473037896,1.372833930668799e-05,5.166096452470589,3.2184519794326927,9.261385123174139e-05,True
SLC39A6,1.8365017519421656,1.3747340612510526e-05,6.5662113088823535,8.402713060824519,9.271312785276348e-05,True
LIPE-AS1,-1.7692143579683264,1.4269490975043933e-05,4.207270193352941,2.4380558353846147,9.58461463039663e-05,True
DAAM2,-2.1371002755690043,1.4698987722238498e-05,6.232193890588236,4.095093615019231,9.812175235132054e-05,True
SSPN,-1.6804595752722005,1.5050912641015706e-05,6.473392905029412,4.792933329757211,0.00010016194862761452,True
SEMA3G,-3.541618655652149,1.5217837051044856e-05,8.463031138411765,4.9214124827596155,0.00010108624642289084,True
KANK4,-2.9799423192058807,1.5283993784518757e-05,8.810499408705882,5.830557089500001,0.00010149453822224165,True
MARCH2,-1.7863058023789593,1.5346769692485547e-05,7.656534416705883,5.8702286143269236,0.00010188013571553384,True
ETFDH,-2.102092777970306,1.5446141161895145e-05,7.034687197205883,4.932594419235577,0.00010238274020759849,True
RHOXF1,-2.3961838928540726,1.5594205094595268e-05,4.941449596411765,2.545265703557692,0.00010317450373748276,True
LOC100288911,-2.1695829401617646,1.5745136770897927e-05,5.832424560411765,3.66284162025,0.00010404582591276012,True
PLA2G16,-2.6470936289092197,1.5770361999771965e-05,8.894153468029412,6.247059839120192,0.00010418069675269205,True
MLXIPL,-1.5850079572217184,1.5873030436996933e-05,4.218172616529411,2.6331646593076923,0.00010482692719915403,True
CYSTM1,-1.8930412124960405,1.623339163320607e-05,10.005604730294117,8.112563517798076,0.00010688053194899982,True
PCSK5,-2.191697108646493,1.6380349970224478e-05,6.81299178845098,4.621294679804487,0.00010771698225100504,True
EML1,-1.5703209915265832,1.648122122341376e-05,4.6176355553823525,3.0473145638557693,0.0001082765212460679,True
MICB,1.7233168003512445,1.6631994520679745e-05,4.3231606042352935,6.046477404586538,0.00010897431903540468,True
FAT4,-1.6521147450972857,1.728132192268015e-05,4.755528312058824,3.1034135669615384,0.0001127167319255909,True
ZNF106,-2.32315285217647,1.7306263293581863e-05,7.77356978517647,5.450416933,0.00011284539070423254,True
TRHDE-AS1,-2.7770467313317306,1.7668181988346784e-05,5.2139382915,2.4368915601682692,0.00011486080872115517,True
IFI6,2.0755639573880096,1.8380652338176424e-05,8.45152659782353,10.52709055521154,0.00011909715883092152,True
ANXA1,-3.2950885521880684,1.8536396090276704e-05,9.417037562029414,6.121949009841345,0.00011999848276874222,True
MYO1C,-1.6506439562454762,1.8653139941611636e-05,8.650593588431374,6.999949632185897,0.00012068202231960757,True
EHD2,-2.013305826105203,1.8880893768869856e-05,7.50967274980392,5.496366923698718,0.00012197316712137932,True
CCDC80,-2.5669770567569765,1.8926380676106063e-05,8.982321010529413,6.415343953772436,0.00012219404533797513,True
RHOH,1.93389375136482,1.8938038541187132e-05,3.8089310790294113,5.742824830394231,0.0001221963805065862,True
FAM213A,-2.5815417207505655,1.8933728941258025e-05,10.410160617862745,7.82861889711218,0.0001221963805065862,True
CREBL2,-1.5591026239519215,1.899726115557103e-05,7.813675463,6.254572839048079,0.00012243245311313055,True
S100A2,1.66042005788292,1.9171109513702106e-05,3.5551942455882353,5.215614303471155,0.00012347521415730857,True
VKORC1L1,-2.2392295913605764,1.9194174131510917e-05,6.018169405999999,3.778939814639423,0.00012355428662161222,True
SH3D19,-2.1280542306849535,1.923396583570807e-05,6.375310535117646,4.2472563044326925,0.00012377360227708035,True
SH3BGRL2,-1.6321140292019223,1.9403553231309512e-05,5.802636951999999,4.170522922798077,0.0001245685086526354,True
LOC646014,1.5901211008280542,1.9403059390252394e-05,4.8448701859411765,6.434991286769231,0.0001245685086526354,True
NR3C2,-2.1280554306493205,1.9493587291421723e-05,5.413731695764705,3.2856762651153844,0.00012499815087430616,True
FOS,-3.52915287120645,1.953016249108654e-05,10.329546826235296,6.800393955028846,0.00012519557496137992,True
LINC01279,-3.5148791378093884,2.0035432781358704e-05,8.872484410588235,5.357605272778847,0.0001280929634233734,True
PARP12,1.8870408760938906,2.0425041252696238e-05,5.972231129117647,7.859272005211538,0.0001303142929820357,True
DHRS3,-2.601811703615385,2.071022248074515e-05,8.87436682,6.272555116384615,0.00013193924127530074,True
LAMA2,-2.0242266854604067,2.1224481771539518e-05,5.888066973191176,3.863840287730769,0.0001350166607254506,True
CENPM,1.5419373930435514,2.1772360566241592e-05,4.842740487235294,6.384677880278845,0.0001381363697509199,True
MCCC1,-1.5214282854536192,2.1803863766287162e-05,7.998760754588234,6.477332469134615,0.00013829568823911541,True
MAP1LC3C,-2.000763064709842,2.2226958608109118e-05,4.403911475411765,2.403148410701923,0.0001406905352505678,True
C19orf80,-2.629123428222851,2.22378980111548e-05,5.016945883588235,2.3878224553653844,0.0001407186087953595,True
CDKN1C,-2.734036004038604,2.2293668621270795e-05,8.421916128382353,5.687880124343749,0.0001410302691874835,True
GPR160,1.8922379657573538,2.274649764983866e-05,4.781537298117646,6.673775263875,0.00014364287117754217,True
PYGL,-3.375389205062784,2.2832234433542407e-05,10.253333383764707,6.877944178701923,0.00014405814872256928,True
ZFP36,-2.35914004380147,2.344714626927633e-05,9.60154054817647,7.2424005043749995,0.00014725080102635514,True
L3HYPDH,-1.9318971960667422,2.3477011401842892e-05,5.5125599784705885,3.5806627824038464,0.00014739557216450114,True
CCDC50,-1.911808079014028,2.384510462175119e-05,6.924701781129412,5.012893702115384,0.00014931659580074875,True
STX12,-1.51032676991968,2.4200015146221973e-05,9.235669703323527,7.725342933403847,0.00015110168187258655,True
NNAT,-1.7657571790033932,2.4249807263931687e-05,5.10562201617647,3.339864837173077,0.00015136889213940047,True
ICAM2,-1.713968405489254,2.480694331596498e-05,7.285034964941176,5.571066559451922,0.00015453447124702055,True
PIR,-2.0393737989632372,2.516030097186831e-05,7.577331088588236,5.537957289624999,0.0001565103828425448,True
MBNL1-AS1,-1.8903141888764154,2.5361290825372163e-05,4.98897301382353,3.098658824947115,0.00015757941614213866,True
ATHL1,1.9597836723574646,2.5435751627926263e-05,5.467979198411765,7.42776287076923,0.00015790602194266419,True
CD248,-2.2289436037115395,2.555575685123904e-05,8.60729606,6.37835245628846,0.00015851456407011373,True
CNTN3,-1.7671238131300906,2.5585318631811653e-05,5.186570075764706,3.4194462626346156,0.00015865244155896966,True
RGS22,-1.7470014568009056,2.5741444716004683e-05,5.805185109647059,4.058183652846154,0.00015943777739214465,True
HSD11B1,-3.2309712438772613,2.6148902276367052e-05,6.7212233441176465,3.4902521002403852,0.00016159140267043735,True
RP11-403P17.3,-1.963019356623302,2.6362061296654055e-05,5.301340739411764,3.3383213827884624,0.00016281564263577233,True
TFF1,3.0351867399558827,2.6399074541338846e-05,5.477563925294117,8.51275066525,0.00016299771053135444,True
MPEG1,-2.0827508664069567,2.64350560808294e-05,6.785720473411764,4.702969607004808,0.00016312676506239135,True
TMEM44-AS1,-1.6718026908580317,2.6756069775707635e-05,5.905541308117647,4.233738617259616,0.00016491025999396824,True
INMT,-1.8729335701538457,2.7013542389846907e-05,4.843243278,2.9703097078461544,0.00016622240887495385,True
TPPP3,-2.2764589102596156,2.8196327346362716e-05,5.81064179,3.5341828797403845,0.00017237285734347481,True
SOD2,-1.7184551849061096,2.8949492461608144e-05,9.040115420117647,7.321660235211538,0.0001764000465492579,True
NEXN,-2.080961733820419,2.937673015534202e-05,6.760154991411765,4.679193257591346,0.0001786802240401531,True
TMEM140,-2.282676232674776,2.9579668628499382e-05,7.587042853588237,5.304366620913461,0.0001798640052775672,True
NAT1,1.9866067482058822,3.0021836988884748e-05,6.400352437294118,8.3869591855,0.00018204056515516544,True
SNX21,-1.732246820580695,3.007092848078569e-05,6.818648494529413,5.086401673948718,0.0001821855328148413,True
CXCL9,1.9760066388354076,3.0152451846297837e-05,5.518397059058824,7.494403697894231,0.0001824750477467563,True
BST1,-1.6232839088037343,3.148117149079283e-05,4.313608173294119,2.6903242644903846,0.00018950894413002307,True
SPHK1,1.7590264216210416,3.193604868609529e-05,4.770906062705882,6.529932484326924,0.00019187348328899518,True
OMD,-2.0727923611999435,3.2228178786908296e-05,4.892527400147059,2.8197350389471154,0.0001933065284321489,True
PTRF,-1.863501336858409,3.2345404949432733e-05,7.041803276803922,5.178301939945513,0.0001938484310473621,True
CXCL12,-2.0366167107081443,3.238609672917594e-05,8.649430800323529,6.612814089615385,0.00019403854963603477,True
PDP2,-1.5669425509143098,3.2862149084269715e-05,4.846350159294118,3.279407608379808,0.00019657374189756228,True
APOLD1,-2.0341793020022614,3.302457693400317e-05,8.145642330117646,6.111463028115384,0.00019731751504202113,True
SMA4,1.621601182948246,3.404151126219052e-05,4.744609691941177,6.366210874889423,0.00020283340571674246,True
ANO3,-2.3515847817104083,3.407421111249547e-05,4.971039118941177,2.619454337230769,0.00020296278519050045,True
CKB,-1.6449043698150456,3.427896411208738e-05,8.422069285882353,6.777164916067307,0.00020379922741550164,True
CDKN2B,-1.5901874043175899,3.457225337683823e-05,5.020778125264705,3.4305907209471154,0.00020537361389563294,True
ECHDC3,-2.989518512002829,3.5148798916733655e-05,8.95857350264706,5.9690549906442305,0.00020822679752561133,True
PGM1,-2.5817603714304296,3.570491911445252e-05,10.115299799882353,7.533539428451923,0.00021107330724287864,True
FKBP5,-1.6049574056819385,3.575742349450165e-05,6.896822017960785,5.291864612278847,0.00021131162450247013,True
TUBB6,-2.09504936898586,3.60283751028299e-05,10.876229356764705,8.781179987778845,0.00021268046257836968,True
EHBP1,-1.789010870000002,3.6278656054567694e-05,9.288041565,7.499030694999998,0.00021404110273808892,True
PYGM,-1.9010993203783935,3.680937256555053e-05,4.29206572917647,2.390966408798077,0.00021658166316445088,True
AADAC,-2.311358346374436,3.7704892485510114e-05,4.766907137470589,2.4555487910961533,0.00022118908593384253,True
MAN1A1,-1.7942581834352378,3.794536071807859e-05,7.630924489882354,5.836666306447116,0.00022211793266656665,True
LAIR1,-1.617033326508202,3.81555315843174e-05,5.142518031676471,3.525484705168269,0.00022322740016947188,True
TUFT1,1.5268380479677592,3.909038859938091e-05,6.714190814176471,8.24102886214423,0.00022789559615941956,True
EMX2,-1.788202230210973,3.9376000686996565e-05,4.3061691494705885,2.5179669192596155,0.00022931353293759643,True
SLC25A18,-1.720746450365385,4.148225113036965e-05,4.416406147000001,2.695659696634616,0.00024015748011922596,True
RP3-428L16.2,1.5818732473348422,4.1501922500906726e-05,4.577411475588234,6.1592847229230765,0.00024020708756209656,True
MSRB3,-1.6975386439759053,4.2691524541845027e-05,5.500576173447059,3.803037529471154,0.00024656463787047975,True
NPY5R,-1.9603472351662905,4.27103096489666e-05,4.421869709647059,2.461522474480769,0.0002466072989739505,True
MFAP2,1.542070138104073,4.297379729674773e-05,4.684446133588235,6.226516271692308,0.0002478640641202712,True
AC092620.2,1.7568540244213793,4.318478004589764e-05,5.049761871588236,6.806615896009616,0.00024894823242552504,True
LOC100132891,-1.9936820619010174,4.394397329755043e-05,4.900382213352941,2.9067001514519237,0.00025271873000863994,True
SERPINA3,3.2757501138591634,4.433011371322585e-05,7.127417138823529,10.403167252682692,0.0002543635768018463,True
LINC00968,-3.038581633570701,4.4862607643914865e-05,5.41951354117647,2.380931907605769,0.000256560717021319,True
TWIST1,-2.558300403859727,4.493288234676875e-05,11.28955136270588,8.731250958846154,0.0002568356432159424,True
PPAP2A,-2.4509306694465502,4.572229571095736e-05,9.996622637970589,7.5456919685240385,0.00026086547144160406,True
GPR116,-1.6755964391416862,4.6725260549463356e-05,6.5531768871176475,4.877580447975961,0.0002658167267913857,True
RND3,-1.6407026834977385,4.7693172167904945e-05,9.262599137882354,7.621896454384616,0.00027027557295900587,True
COL6A6,-2.0331576072471726,4.7696424199560175e-05,4.539102796852942,2.505945189605769,0.00027027557295900587,True
OSR2,-1.8751929649536212,4.835512223911513e-05,7.844213835588236,5.969020870634615,0.0002735066848740538,True
VLDLR,-3.2436574084660617,4.841637774709055e-05,8.155975241235293,4.912317832769231,0.0002736385403757325,True
ZCCHC24,-1.9562264118704746,4.949231673166252e-05,8.247177796764705,6.29095138489423,0.0002789180183614271,True
CALM1,-1.7366344103817877,5.005904193105047e-05,5.124733622352942,3.388099211971154,0.0002817448939069399,True
GTF2H2B,1.8426489667121038,5.071926720354053e-05,4.281048815470589,6.123697782182693,0.00028457244448874466,True
VSIG4,-2.5441139251210405,5.079507422835479e-05,8.143428318294117,5.599314393173076,0.0002848799893562816,True
PDGFRL,-2.4769425604332564,5.10896922342681e-05,8.38608888152941,5.909146321096154,0.00028620546128648117,True
SIM1,-1.6199221643621793,5.115561674702434e-05,4.1478697239999995,2.5279475596378203,0.0002865005871917866,True
LRP1B,-2.6741749363122174,5.1386592341829814e-05,5.371515838235294,2.6973409019230767,0.0002875708549703797,True
FSTL1,-2.0794634234112,5.1892661056393975e-05,7.945498179882353,5.866034756471153,0.00028987805885749644,True
CRTAP,-1.8744272869216063,5.188316023750513e-05,7.88727134882353,6.012844061901924,0.00028987805885749644,True
FMOD,-2.5503286051436636,5.2362325857886936e-05,9.927668776470586,7.377340171326923,0.00029219987617626613,True
ATP8B4,-2.0979141860395933,5.3538375824590986e-05,4.551535304058824,2.4536211180192304,0.00029761119243705705,True
TENC1,-1.6881779258721723,5.358043701837034e-05,6.701758612352942,5.013580686480769,0.0002977684959908663,True
MXRA7,-1.6446286910522234,5.4094365924303026e-05,7.064195180215686,5.419566489163462,0.0003001619919908428,True
SPRY2,-2.2162541783602947,5.4511559510243306e-05,7.314667458235295,5.098413279875,0.0003020895466199062,True
PAMR1,-1.7705173840548638,5.52802872028827e-05,5.298450989352941,3.527933605298077,0.0003057231629944701,True
CYP4Z1,1.968668428767534,5.553074824271268e-05,3.780671156588235,5.749339585355769,0.00030688380949415035,True
ANKRD33B,-2.1248749108178733,5.622925549709703e-05,4.651131476529412,2.5262565657115386,0.00031025757273136806,True
TMOD1,-1.8413237291119913,5.6358565961061936e-05,4.342327070823529,2.501003341711538,0.0003108125349394787,True
LACTB2,-1.5191844183518102,5.85594877821153e-05,6.912646342794117,5.393461924442307,0.00032090539973811155,True
EPHX1,-1.8307663879468334,5.940406325140969e-05,6.193792618235294,4.363026230288461,0.0003245683671400722,True
EFEMP1,-2.096547464382165,6.001312021974004e-05,7.424804365705882,5.3282569013237175,0.0003275438587169717,True
ALDH3A2,-1.8137387554111983,6.171780069574809e-05,8.326304107549019,6.512565352137821,0.00033533800192041415,True
GPR133,-1.8232194569626703,6.242224079214971e-05,4.199445742058824,2.3762262850961537,0.0003386422215491873,True
EPB42,-1.6869682145967189,6.34635170983933e-05,4.015135786529411,2.3281675719326924,0.00034377512005577,True
CA3,-2.9310358091804303,6.477640843675241e-05,5.839657392882353,2.908621583701923,0.0003498346471615423,True
POLR2L,-1.5637646801699683,6.606625266802374e-05,8.509713172088237,6.945948491918268,0.0003560895307605116,True
ACKR1,-1.8310139642217198,6.678627798178664e-05,6.585693897529412,4.754679933307692,0.0003595225489265872,True
RP11-124L9.5,1.9772763956035062,6.747951228329298e-05,5.280592026117648,7.257868421721154,0.0003628029940976749,True
AGR3,2.9593864596662893,6.829805136567649e-05,4.748762440352941,7.70814890001923,0.00036647528305962566,True
MIR100HG,-1.9862307164524893,6.83610067962642e-05,6.5473894575294125,4.561158741076923,0.00036672213787185124,True
BCHE,-2.074096154651584,7.472300767166662e-05,4.7263665918823525,2.6522704372307686,0.00039545799192184614,True
SPP1,1.5679388962092755,7.60879265495778e-05,4.193965689617647,5.761904585826922,0.0004019932334310417,True
MEST,-2.856898216240384,7.628469802128299e-05,10.358339198,7.5014409817596155,0.000402737784697525,True
IRX3,2.715353162799776,7.641095016592842e-05,8.147534697411764,10.86288786021154,0.00040329797968825055,True
GPR183,-1.5892981434338234,7.72474819828947e-05,6.1762495040588234,4.586951360625,0.000407224481652029,True
CORO2B,-1.760032368372738,7.863526041465e-05,4.120060371882353,2.360028003509615,0.0004135327805228373,True
ABHD15,-1.8854543304242082,7.925504661553035e-05,5.103544903058824,3.2180905726346154,0.0004163873078016025,True
KIAA1598,1.6386018314903854,7.991133126917306e-05,6.8932408899999995,8.531842721490385,0.0004196314689341163,True
LDHD,-2.042535294115386,8.183743280956634e-05,4.494309381000001,2.451774086884615,0.00042860151508955887,True
TMEM56,-1.8030203515729646,8.263791195402228e-05,5.147898377294118,3.3448780257211537,0.00043174866581146393,True
ITGA1,-1.8601869819517356,8.608817911569053e-05,5.926991628490197,4.066804646538461,0.00044696850376001076,True
FMO3,-1.5790095094819012,8.620865136609704e-05,4.096247200558824,2.5172376910769225,0.0004474866056395177,True
HACL1,-1.6222438738472835,8.626470019136108e-05,8.204869236058823,6.582625362211539,0.00044767013399858404,True
NEK7,-2.0435100850214933,8.71147445343203e-05,11.111461927117647,9.067951842096154,0.00045175635139022523,True
ADAMTS1,-1.8615488387367085,8.731773049054481e-05,5.915582528558824,4.054033689822115,0.00045259202184066527,True
AGTR1,-1.9857862530888006,8.870740741273693e-05,5.893960224117647,3.9081739710288463,0.00045913510989822095,True
C6,-2.0327553221329193,8.962698931918602e-05,4.473802245411766,2.4410469232788463,0.0004632297931009531,True
DCN,-1.7662119906363136,9.011827443137486e-05,8.03553766144538,6.269325670809066,0.00046532271480592897,True
S100A4,-1.859109320016401,9.155359038799684e-05,11.78164729235294,9.922537972336539,0.0004717222977004791,True
FGL2,-2.0618780175214937,9.219565277792303e-05,7.585952354117647,5.524074336596153,0.00047457838397581845,True
ALDH6A1,-1.7709832238720598,9.29755861359233e-05,6.472341255047059,4.701358031174999,0.0004780244310956988,True
CTHRC1,2.204882138817876,9.303148202598846e-05,8.686238576470586,10.891120715288462,0.0004781981738256736,True
PLTP,-2.2840543171035055,9.527588525332714e-05,7.684839182882352,5.400784865778847,0.0004874761616609706,True
DHDDS,-1.9737916661691184,9.546845544351893e-05,6.699467498294118,4.725675832125,0.0004881689128677695,True
RRAS,-2.1854625075322414,9.558840591727197e-05,8.903183212176472,6.717720704644231,0.0004885554363383367,True
PRKAR2B,-3.898299919234729,9.687182907620987e-05,11.034190454705882,7.1358905354711535,0.0004944142538485021,True
VMP1,1.658696211192873,9.743829422252655e-05,6.183247586470588,7.841943797663461,0.0004969536764508161,True
CHCHD10,-1.7618534317375572,9.901123296889345e-05,8.546826592352941,6.784973160615384,0.0005043814516793053,True
PTGDS,-1.918463026486049,9.960314427358214e-05,8.156034996941177,6.237571970455128,0.0005069193193034461,True
LINC00993,2.68196941316629,0.00010012042423884052,5.413305945352941,8.095275358519231,0.0005087980038032893,True
GSPT2,-1.6522149786357456,0.00010159969306316727,6.416053544058823,4.763838565423077,0.0005145387077297809,True
SGCE,-2.0513625559225135,0.00010166924123911512,8.74931136947059,6.697948813548076,0.0005147704269151078,True
PEX19,-2.1047802740568446,0.00010228562733607668,7.942015578205883,5.837235304149038,0.0005174069552059899,True
ALDH3B2,1.5603251430879523,0.00010420265801998147,3.51716318167647,5.077488324764422,0.0005250173512487888,True
CDH5,-1.5481656421708143,0.00010973475460874051,6.341079223882353,4.792913581711539,0.0005495628277685419,True
SLC2A10,1.7190665811119894,0.00011252932458991092,6.426560036176471,8.14562661728846,0.0005616082900813663,True
ANXA5,-1.6447696789643675,0.00011583568858624358,11.17871167564706,9.533941996682692,0.000574531206456529,True
SCD,-2.7722754073884346,0.0001164456652188007,8.777091754573531,6.004816347185097,0.0005770274775558299,True
PTPRM,-1.9321507691360278,0.0001259754111861601,8.820673354323528,6.8885225851875,0.0006190047742476888,True
ABCD2,-1.8128781482375569,0.000127291561238948,4.135191729352941,2.3223135811153846,0.0006248590477636868,True
SLC25A33,-1.941896164298078,0.00013268544504864367,8.398099097000001,6.456202932701923,0.0006475636371819098,True
BC022047,-1.5099951622901573,0.0001336836824658709,7.668662119588235,6.1586669572980774,0.0006511135682460866,True
ALPK3,-1.5383389000067873,0.0001392264583755201,3.9405645093529413,2.402225609346154,0.0006759794494960453,True
VEGFC,-1.610655459024886,0.00014052692324188014,7.255577440294117,5.644921981269231,0.0006813760610349792,True
GPX4,-1.5341071769349526,0.00015086395918897051,13.031873776117646,11.497766599182693,0.0007243545843438476,True
MCAM,-2.7645640237550912,0.0001512887936511141,10.079160924764707,7.314596901009616,0.0007262332040474492,True
MTHFD1,-1.609236627402149,0.0001526228914105375,8.685296304411764,7.076059677009615,0.0007321499458241638,True
TMEM200B,-1.5460593668936662,0.00015669699584544027,6.075777451470589,4.529718084576923,0.0007480927767485082,True
VAMP8,1.5132524222500017,0.00016419935690035935,8.059372689,9.572625111250002,0.0007797307038058109,True
DNAJB4,-1.5288894954295813,0.00016640379005446407,5.867307069588235,4.338417574158654,0.0007883569883102346,True
APOD,-3.2371272757137994,0.00016720552535836624,10.727974871117645,7.490847595403846,0.0007914004684157195,True
NUBPL,-1.542119650456447,0.00016862813317314437,4.859392222235293,3.317272571778846,0.000797144042819914,True
SNX10,-1.5966030270656102,0.00016864008708050596,8.999430853411765,7.402827826346154,0.000797144042819914,True
SLIT2,-1.7515685726966437,0.00016948382317564996,7.26554282672549,5.513974254028846,0.0008004327689162163,True
TMEM47,-1.8364518108192884,0.0001741700347592753,8.614531514852942,6.778079704033654,0.0008204155676065581,True
CPE,-1.661140786560237,0.00019121564012083633,8.110011479882353,6.448870693322116,0.0008906244077533464,True
CREB5,-1.907342239015271,0.00019178824025720424,4.3273538632941175,2.4200116242788465,0.0008929069459790432,True
COLEC12,-1.6911380879598426,0.00019513574266214574,7.054548725411765,5.363410637451922,0.0009067595963998553,True
OPTN,-1.6988934216083127,0.00019622413361265235,8.771412972882352,7.0725195512740395,0.0009110105430707584,True
THSD7B,-1.6063387962681,0.000197700201834461,4.107840776941177,2.5015019806730767,0.0009170763007479767,True
